"Zone Code","Zone Name","ks0010001","ks0010002","ks0010003","ks0010004","ks0010005","ks0010006"
"37UJGS","Keyworth South",5254,2546,2708,5224,30,99
"37UJGT","Lady Bay",4858,2491,2367,4810,48,49
"37UJGU","Leake",6236,3079,3157,6153,83,98
"37UJGW","Lutterell",3697,1722,1975,3697,0,58
"37UJGX","Manvers",3917,1876,2041,3869,48,77
"37UJGY","Melton",4232,2046,2186,4207,25,90
"37UJGZ","Musters",4136,2043,2093,4092,44,92
"37UJHA","Nevile",1872,933,939,1872,0,49
"37UJHB","Oak",2156,1041,1115,2133,23,55
"37UJHC","Ruddington",6441,3106,3335,6308,133,69
"37UJHD","Soar Valley",2123,1035,1088,1889,234,45
"37UJHE","Stanford",2356,1163,1193,2327,29,45
"37UJHF","Thoroton",1958,989,969,1955,3,50
"37UJHG","Tollerton",1776,881,895,1776,0,30
"37UJHH","Trent",4520,2124,2396,4393,127,77
"37UJHJ","Trent Bridge",4513,2294,2219,4292,221,30
"37UJHK","Wiverton",3597,1788,1809,3595,0,56
"37UJHL","Wolds",1988,963,1025,1941,47,44
"38UBGJ","Adderbury",2712,1299,1413,2633,79,46
"38UBGK","Ambrosden and Chesterton",3330,1809,1521,2928,402,64
"38UBGL","Banbury Calthorpe",5382,2649,2733,5343,39,86
"38UBGM","Banbury Easington",7598,3572,4026,7343,255,73
"38UBGN","Banbury Grimsbury and Castle",8892,4387,4505,8821,71,45
"38UBGP","Banbury Hardwick",5977,2995,2982,5977,0,29
"38UBGQ","Banbury Neithrop",5531,2748,2783,5480,51,20
"38UBGR","Banbury Ruscote",8422,4104,4318,8422,0,28
"38UBGS","Bicester East",6183,3027,3156,6183,0,56
"38UBGT","Bicester North",5650,2800,2850,5650,0,41
"38UBGU","Bicester South",4371,2224,2147,4371,0,31
"38UBGW","Bicester Town",4922,2346,2576,4892,30,31
"38UBGX","Bicester West",7546,3701,3845,7546,0,66
"38UBGY","Bloxham and Bodicote",5827,2946,2881,5596,231,115
"38UBGZ","Caversfield",2899,1401,1498,2776,123,35
"38UBHA","Cropredy",2702,1314,1388,2653,49,58
"38UBHB","Deddington",2643,1279,1364,2601,42,54
"38UBHC","Fringford",2338,1173,1165,2336,3,56
"38UBHD","Hook Norton",2495,1189,1306,2495,0,70
"38UBHE","Kidlington North",5271,2600,2671,5139,132,76
"38UBHF","Kidlington South",8448,4067,4381,8403,45,65
"38UBHG","Kirtlington",2856,1413,1443,2808,48,69
"38UBHH","Launton",3048,1845,1203,2510,538,29
"38UBHJ","Otmoor",2455,1226,1229,2349,106,58
"38UBHK","Sibford",2512,1255,1257,2413,99,74
"38UBHL","The Astons and Heyfords",4704,2348,2356,4702,3,105
"38UBHM","Wroxton",2530,1245,1285,2499,31,66
"38UBHN","Yarnton, Gosford and Water Eaton",4541,2206,2335,4457,84,69
"38UCFT","Barton and Sandhills",5881,2847,3034,5833,48,22
"38UCFU","Blackbird Leys",5803,2821,2982,5759,44,20
"38UCFW","Carfax",4573,2616,1957,1847,2726,37
"38UCFX","Churchill",6075,2939,3136,5395,680,39
"38UCFY","Cowley",5460,2712,2748,5460,0,38
"38UCFZ","Cowley Marsh",4886,2472,2414,4637,249,37
"38UCGA","Headington",5619,2583,3036,5324,295,101
"38UCGB","Headington Hill and Northway",4887,2251,2636,4095,792,36
"38UCGC","Hinksey Park",5820,2932,2888,5565,255,60
"38UCGD","Holywell",4313,2470,1843,556,3757,6
"38UCGE","Iffley Fields",5215,2596,2619,5083,132,40
"38UCGF","Jericho and Osney",5870,2999,2871,5553,317,49
"38UCGG","Littlemore",5653,2808,2845,5579,74,31
"38UCGH","Lye Valley",6157,3008,3149,5965,192,57
"38UCGJ","Marston",6114,2957,3157,6078,36,64
"38UCGK","North",5467,2727,2740,3857,1610,146
"38UCGL","Northfield Brook",6393,3050,3343,6330,63,19
"38UCGM","Quarry and Risinghurst",5978,2899,3079,5959,19,81
"38UCGN","Rose Hill and Iffley",6025,2939,3086,5966,59,66
"38UCGP","St Clement's",5731,2761,2970,5477,254,75
"38UCGQ","St Margaret's",4605,2308,2297,3582,1023,139
"38UCGR","St Mary's",5040,2416,2624,4536,504,36
"38UCGS","Summertown",7041,3453,3588,6192,849,148
"38UCGT","Wolvercote",5642,2720,2922,5623,19,122
"38UDGK","Aston Rowant",2380,1185,1195,2380,0,51
"38UDGL","Benson",6091,3170,2921,5626,465,118
"38UDGM","Berinsfield",5772,2858,2914,5761,11,67
"38UDGN","Brightwell",2567,1232,1335,2464,103,60
"38UDGP","Chalgrove",2909,1477,1432,2909,0,34
"38UDGQ","Chiltern Woods",2267,1094,1173,2264,3,70
"38UDGR","Chinnor",5857,2935,2922,5825,32,75
"38UDGS","Cholsey and Wallingford South",5072,2474,2598,4883,189,100
"38UDGT","Crowmarsh",2414,1288,1126,2149,265,46
"38UDGU","Didcot All Saints",5472,2681,2791,5406,66,51
"38UDGW","Didcot Ladygrove",7100,3574,3526,7100,0,33
"38UDGX","Didcot Northbourne",5289,2691,2598,5289,0,32
"38UDGY","Didcot Park",5592,2698,2894,5582,10,46
"38UDGZ","Forest Hill and Holton",2879,1427,1452,2560,319,58
"38UDHA","Garsington",2672,1349,1323,2649,23,44
"38UDHB","Goring",5506,2678,2828,5392,114,162
"38UDHC","Great Milton",2708,1334,1374,2675,33,42
"38UDHD","Hagbourne",2708,1338,1370,2708,0,70
"38UDHE","Henley North",5202,2389,2813,5127,75,84
"38UDHF","Henley South",5444,2577,2867,5443,3,112
"38UDHG","Sandford",2587,1246,1341,2404,183,46
"38UDHH","Shiplake",4914,2527,2387,4631,283,172
"38UDHJ","Sonning Common",5251,2522,2729,5213,38,127
"38UDHK","Thame North",5822,2807,3015,5816,6,79
"38UDHL","Thame South",5250,2533,2717,5172,78,87
"38UDHM","Wallingford North",5330,2573,2757,5277,53,51
"38UDHN","Watlington",5141,2517,2624,5120,21,124
"38UDHP","Wheatley",5277,2584,2693,5251,26,95
"38UDHQ","Woodcote",2715,1450,1265,2486,229,63
"38UEGJ","Abingdon Abbey and Barton",4524,2215,2309,4459,65,43
"38UEGK","Abingdon Caldecott",4416,2181,2235,4416,0,27
"38UEGL","Abingdon Dunmore",4774,2406,2368,4774,0,85
"38UEGM","Abingdon Fitzharris",4296,2144,2152,4116,180,85
"38UEGN","Abingdon Northcourt",4604,2250,2354,4599,5,75
"38UEGP","Abingdon Ock Meadow",4153,1999,2154,4114,39,49
"38UEGQ","Abingdon Peachcroft",4522,2277,2245,4522,0,91
"38UEGR","Appleton and Cumnor",6400,3139,3261,6333,67,178
"38UEGS","Blewbury and Upton",1942,939,1003,1942,0,50
"38UEGT","Craven",2233,1096,1137,2217,16,79
"38UEGU","Drayton",2218,1072,1146,2218,0,35
"38UEGW","Faringdon and The Coxwells",7013,3431,3582,6956,57,111
"38UEGX","Greendown",2182,1112,1070,2182,0,49
"38UEGY","Grove",7418,3742,3676,7415,3,127
"38UEGZ","Hanneys",2180,1092,1088,2180,0,85
"38UEHA","Harwell",3780,1867,1913,3725,55,54
"38UEHB","Hendreds",4060,2014,2046,4057,3,87
"38UEHC","Kennington and South Hinksey",4264,2132,2132,4162,102,71
"38UEHD","Kingston Bagpuize with Southmoor",2269,1111,1158,2247,22,47
"38UEHE","Longworth",2243,1101,1142,2238,5,53
"38UEHF","Marcham and Shippon",3858,2204,1654,2952,906,70
"38UEHG","North Hinksey and Wytham",4447,2084,2363,4137,310,77
"38UEHH","Radley",2774,1696,1078,2125,649,44
"38UEHJ","Shrivenham",5468,2839,2629,5249,219,201
"38UEHK","Stanford",2136,1036,1100,2089,47,32
"38UEHL","Sunningwell and Wootton",4186,2052,2134,4145,41,94
"38UEHM","Sutton Courtenay and Appleford",2772,1356,1416,2769,3,47
"38UEHN","Wantage Charlton",6139,2813,3326,5812,327,88
"38UEHP","Wantage Segsbury",4356,2106,2250,4292,64,85
"38UFGL","Alvescot and Filkins",1684,822,862,1684,0,47
"38UFGM","Ascott and Shipton",1968,945,1023,1921,47,51
"38UFGN","Bampton and Clanfield",3634,1834,1800,3626,8,89
"38UFGP","Brize Norton and Shilton",2743,1619,1124,1821,922,35
"38UFGQ","Burford",1878,896,982,1756,122,35
"38UFGR","Carterton North East",2995,1501,1494,2995,0,19
"38UFGS","Carterton North West",4599,2288,2311,4599,0,54
"38UFGT","Carterton South",4211,2090,2121,4171,40,63
"38UFGU","Chadlington and Churchill",1938,926,1012,1894,44,65
"38UFGW","Charlbury and Finstock",3777,1855,1922,3774,3,95
"38UFGX","Chipping Norton",5972,2879,3093,5889,83,77
"38UFGY","Ducklington",2063,1022,1041,2063,0,28
"38UFGZ","Eynsham and Cassington",5725,2785,2940,5669,56,108
"38UFHA","Freeland and Hanborough",4123,2001,2122,4049,74,100
"38UFHB","Hailey, Minster Lovell and Leafield",3866,1904,1962,3839,27,83
"38UFHC","Kingham, Rollright and Enstone",4122,2021,2101,3844,278,109
"38UFHD","Milton-under-Wychwood",1953,930,1023,1939,14,43
"38UFHE","North Leigh",1919,974,945,1904,15,48
"38UFHF","Standlake, Aston and Stanton Harcourt",3972,1974,1998,3883,89,77
"38UFHG","Stonesfield and Tackley",4041,1963,2078,4041,0,82
"38UFHH","The Bartons",1937,938,999,1937,0,29
"38UFHJ","Witney Central",3870,1908,1962,3799,71,29
"38UFHK","Witney East",4488,2152,2336,4437,51,69
"38UFHL","Witney North",4164,2054,2110,4142,22,65
"38UFHM","Witney South",5965,2920,3045,5957,8,53
"38UFHN","Witney West",4278,2144,2134,4278,0,48
"38UFHP","Woodstock and Bladon",3755,1746,2009,3686,69,48
"39UBFX","Albrighton South",3056,1459,1597,3056,0,31
"39UBFY","Alveley",2920,1471,1449,2903,17,53
"39UBFZ","Bridgnorth Castle",2877,1428,1449,2825,52,81
"39UBGA","Bridgnorth East",2882,1397,1485,2798,84,50
"39UBGB","Bridgnorth Morfe",3007,1498,1509,2972,35,29
"39UBGC","Bridgnorth West",2976,1457,1519,2976,0,27
"39UBGD","Broseley East",2804,1368,1436,2799,5,33
"39UBGE","Broseley West",2744,1369,1375,2741,3,26
"39UBGF","Claverley",1477,726,751,1477,0,18
"39UBGG","Ditton Priors",1557,770,787,1508,49,15
"39UBGH","Donington and Albrighton North",5131,3374,1757,3152,1979,71
"39UBGJ","Glazeley",1515,762,753,1509,6,21
"39UBGK","Harrington",1403,719,684,1403,0,22
"39UBGL","Highley",3298,1597,1701,3298,0,29
"39UBGM","Morville",1498,737,761,1484,14,42
"39UBGN","Much Wenlock",3041,1450,1591,2972,69,63
"39UBGP","Shifnal Idsall",2831,1398,1433,2809,22,39
"39UBGQ","Shifnal Manor",2550,1247,1303,2550,0,36
"39UBGR","Shifnal  Rural",1713,849,864,1697,16,22
"39UBGS","Stottesdon",1690,873,817,1580,110,34
"39UBGT","Worfield",1527,722,805,1441,86,28
"39UCGD","Baschurch",1475,720,755,1416,59,31
"39UCGE","Clive and Myddle",2552,1289,1263,2546,6,43
"39UCGF","Cockshutt",1297,660,637,1141,156,30
"39UCGG","Dudleston Heath",1417,708,709,1390,27,31
"39UCGH","Ellesmere and Welshampton",3896,1877,2019,3868,28,45
"39UCGJ","Hinstock",2573,1286,1287,2511,62,38
"39UCGK","Hodnet",2612,1302,1310,2565,47,50
"39UCGL","Hordley,Tetchill and Lyneal",1524,825,699,1341,183,24
"39UCGM","Market Drayton East",2914,1376,1538,2911,3,45
"39UCGN","Market Drayton North",4504,2209,2295,4499,5,48
"39UCGP","Market Drayton South",2989,1465,1524,2989,0,28
"39UCGQ","Prees",2688,1342,1346,2661,27,26
"39UCGR","Shavington",1424,723,701,1387,37,37
"39UCGS","Shawbury",3044,1593,1451,2828,216,55
"39UCGT","Sutton",2547,1591,956,1955,592,41
"39UCGU","Wem East",2463,1135,1328,2422,41,27
"39UCGW","Wem Rural",1423,735,688,1376,47,30
"39UCGX","Wem West",2679,1284,1395,2598,81,27
"39UCGY","Whitchurch North",2714,1302,1412,2676,38,36
"39UCGZ","Whitchurch Rural",1432,713,719,1373,59,21
"39UCHA","Whitchurch South",2957,1469,1488,2881,76,20
"39UCHB","Whitchurch West",3144,1533,1611,3139,5,20
"39UCHC","Whixhall",1429,713,716,1429,0,25
"39UCHD","Woore",1411,701,710,1410,0,48
"39UDFR","Cabin Lane",2330,1132,1198,2304,26,14
"39UDFS","Cambrian",2346,1091,1255,2342,4,11
"39UDFT","Carreg Llwyd",2764,1305,1459,2764,0,10
"39UDFU","Castle",2634,1226,1408,2536,98,40
"39UDFW","Gatacre",2939,1414,1525,2928,11,11
"39UDFX","Gobowen",3927,1925,2002,3616,311,45
"39UDFY","Kinnerley",1304,645,659,1304,0,32
"39UDFZ","Llanyblodwel and Pant",2317,1162,1155,2307,10,26
"39UDGA","Maserfield",2600,1251,1349,2475,125,45
"39UDGB","Ruyton and West Felton",2577,1284,1293,2386,191,44
"39UDGC","St. Martin's",2636,1317,1319,2626,10,17
"39UDGD","Sweeney and Trefonen",3776,1870,1906,3739,37,89
"39UDGE","Weston Rhyn",2668,1177,1491,2438,230,27
"39UDGF","Whittington",2490,1231,1259,2476,14,46
"39UEFZ","Bagley",4621,2203,2418,4436,185,36
"39UEGA","Battlefield and Heathgates",4754,2348,2406,4738,16,34
"39UEGB","Bayston Hill",5247,2586,2661,5200,47,93
"39UEGC","Belle Vue",4430,2103,2327,4357,73,73
"39UEGD","Bowbrook",5183,2485,2698,4939,244,67
"39UEGE","Castlefields and Quarry",4488,2262,2226,4312,176,37
"39UEGF","Column",4369,2120,2249,4318,51,108
"39UEGG","Condover",2140,1053,1087,2044,96,44
"39UEGH","Copthorne",4371,2063,2308,4329,42,121
"39UEGJ","Hanwood and Longden",2311,1142,1169,2306,5,35
"39UEGK","Harlescott",5203,2541,2662,5182,21,29
"39UEGL","Haughmond and Attingham",2231,1101,1130,2207,24,46
"39UEGM","Lawley",2584,1316,1268,2316,268,98
"39UEGN","Meole Brace",4725,2268,2457,4660,65,70
"39UEGP","Monkmoor",5499,2630,2869,5421,78,34
"39UEGQ","Montford",2397,1203,1194,2390,7,57
"39UEGR","Pimhill",2008,984,1024,1982,26,36
"39UEGS","Porthill",5246,2769,2477,4573,673,136
"39UEGT","Rea Valley",5029,2541,2488,4868,161,84
"39UEGU","Rowton",2665,1354,1311,2648,17,39
"39UEGW","Severn Valley",2112,1050,1062,2112,0,51
"39UEGX","Sundorne",5123,2547,2576,5123,0,26
"39UEGY","Sutton and Reabrook",4209,2022,2187,4191,18,42
"39UEGZ","Underdale",4905,2380,2525,4823,82,53
"39UFGF","Apedale",1118,576,542,1118,0,17
"39UFGG","Bishop's Castle with Onny Valley",2476,1214,1262,2399,77,35
"39UFGH","Bitterley with Stoke St Milborough",1319,649,670,1315,4,26
"39UFGJ","Bucknell",1189,597,592,1055,134,15
"39UFGK","Burford",1308,658,650,1305,3,22
"39UFGL","Caynham with Ashford",1221,592,629,1177,44,33
"39UFGM","Chirbury",914,467,447,914,0,13
"39UFGN","Church Stretton North",1970,893,1077,1890,80,26
"39UFGP","Church Stretton South",2216,1028,1188,2141,75,41
"39UFGQ","Clee",2614,1301,1313,2582,32,39
"39UFGR","Cleobury Mortimer",2774,1356,1418,2756,18,39
"39UFGS","Clun",1086,527,559,1086,0,16
"39UFGT","Clun Forest",964,501,463,964,0,22
"39UFGU","Corve Valley",1045,535,510,1020,25,18
"39UFGW","Kemp Valley",1147,563,584,1135,12,22
"39UFGX","Ludlow Henley",2505,1154,1351,2457,48,12
"39UFGY","Ludlow St Laurence's",2167,1020,1147,2111,56,45
"39UFGZ","Ludlow St Peter's",2447,1184,1263,2442,5,25
"39UFHA","Ludlow Sheet with Ludford",2824,1406,1418,2822,0,22
"39UFHB","Stokesay",2589,1299,1290,2566,23,15
"39UFHC","Upper Corvedale",1329,686,643,1329,0,29
"39UFHD","Wistanstow with Hopesay",1259,616,643,1259,0,23
"39UFHE","Worthen",1929,963,966,1926,3,35
"40UBGK","Ashwick and Ston Easton",2285,1118,1167,2170,115,46
"40UBGL","Avalon",2405,1180,1225,2304,101,62
"40UBGM","Beacon",2624,1293,1331,2546,78,50
"40UBGN","Beckington and Rode",2310,1101,1209,2287,23,69
"40UBGP","Chilcompton",2029,1025,1004,1994,35,27
"40UBGQ","Coleford",2350,1178,1172,2350,0,17
"40UBGR","Creech",2300,1065,1235,2243,57,19
"40UBGS","Frome Berkley Down",5045,2460,2585,5009,36,73
"40UBGT","Frome Fromefield",3878,1837,2041,3876,0,51
"40UBGU","Frome Keyford",5358,2638,2720,5342,16,48
"40UBGW","Frome Park",4910,2413,2497,4760,150,43
"40UBGX","Frome Welshmill",5319,2515,2804,5200,119,48
"40UBGY","Glastonbury St Benedict's",2584,1196,1388,2445,139,18
"40UBGZ","Glastonbury St Edmund's",2394,1194,1200,2136,258,29
"40UBHA","Glastonbury St John's",2102,1000,1102,2088,14,13
"40UBHB","Glastonbury St Mary's",1704,800,904,1624,80,26
"40UBHC","Knowle",2055,989,1066,1980,75,60
"40UBHD","Mells",2222,1120,1102,2222,0,51
"40UBHE","Moor",2698,1398,1300,2623,75,47
"40UBHF","Nedge",2074,1050,1024,2074,0,41
"40UBHG","Nordinton",2017,1014,1003,2002,15,42
"40UBHH","Postlebury",2269,1119,1150,2241,28,42
"40UBHJ","Pylcombe",1993,993,1000,1986,7,66
"40UBHK","Rodney and Priddy",1858,869,989,1833,25,24
"40UBHL","St Cuthbert (Out) North and West",2133,1022,1111,2089,44,39
"40UBHM","Shepton East",4300,2206,2094,4085,215,34
"40UBHN","Shepton West",4681,2276,2405,4655,26,29
"40UBHP","Stratton",2486,1373,1113,2152,334,36
"40UBHQ","Street North",4833,2378,2455,4562,271,39
"40UBHR","Street South",4054,1943,2111,3597,457,45
"40UBHS","Street West",2179,1097,1082,2168,11,35
"40UBHT","Vale",2014,973,1041,2009,5,54
"40UBHU","Wells Central",1703,774,929,1648,55,24
"40UBHW","Wells St Cuthbert's",4577,2156,2421,4482,95,55
"40UBHX","Wells St Thomas'",4126,1962,2164,3872,254,73
"40UCGJ","Axbridge",2025,976,1049,1959,66,27
"40UCGK","Axe Vale",2035,1002,1033,2028,7,50
"40UCGL","Berrow",2329,1167,1162,2206,123,17
"40UCGM","Brent North",2162,1068,1094,2130,32,34
"40UCGN","Bridgwater Bower",6274,3107,3167,6272,0,34
"40UCGP","Bridgwater Eastover",4095,2033,2062,4068,27,10
"40UCGQ","Bridgwater Hamp",6973,3335,3638,6903,70,35
"40UCGR","Bridgwater Quantock",6146,2927,3219,6024,122,82
"40UCGS","Bridgwater Sydenham",6614,3207,3407,6582,32,24
"40UCGT","Bridgwater Victoria",4769,2323,2446,4728,41,26
"40UCGU","Burnham North",6200,2889,3311,5869,331,86
"40UCGW","Burnham South",6215,2919,3296,6073,142,42
"40UCGX","Cannington and Quantocks",6991,3444,3547,6739,252,99
"40UCGY","Cheddar and Shipham",6115,2944,3171,6042,73,107
"40UCGZ","East Poldens",2088,1089,999,1972,116,35
"40UCHA","Highbridge",5986,2893,3093,5977,9,33
"40UCHB","Huntspill and Pawlett",3630,1809,1821,3616,14,37
"40UCHC","King's Isle",4409,2172,2237,4388,21,38
"40UCHD","Knoll",2050,988,1062,1981,69,29
"40UCHE","North Petherton",5558,2775,2783,5550,8,72
"40UCHF","Puriton",2033,983,1050,2027,6,26
"40UCHG","Sandford",2021,1011,1010,1983,38,49
"40UCHH","Wedmore and Mark",4539,2287,2252,4418,121,93
"40UCHJ","West Poldens",2461,1203,1258,2399,62,33
"40UCHK","Woolavington",2163,1038,1125,2163,0,11
"40UDJP","Blackdown",2204,1079,1125,2195,9,44
"40UDJQ","Blackmoor Vale",5022,2478,2544,4942,80,129
"40UDJR","Bruton",2926,1566,1360,2395,531,64
"40UDJS","Brympton",5268,2643,2625,5118,150,60
"40UDJT","Burrow Hill",2197,1066,1131,2197,0,41
"40UDJU","Camelot",2559,1278,1281,2471,88,60
"40UDJW","Cary",5193,2466,2727,5083,110,101
"40UDJX","Chard Avishayes",2359,1162,1197,2333,26,21
"40UDJY","Chard Combe",2061,950,1111,2013,48,17
"40UDJZ","Chard Crimchard",2755,1354,1401,2750,5,22
"40UDKA","Chard Holyrood",2436,1158,1278,2420,16,20
"40UDKB","Chard Jocelyn",2397,1103,1294,2342,55,15
"40UDKC","Coker",5258,2549,2709,5258,0,102
"40UDKD","Crewkerne",7520,3605,3915,7449,71,73
"40UDKE","Curry Rivel",2497,1202,1295,2442,55,52
"40UDKF","Eggwood",2413,1179,1234,2392,21,42
"40UDKG","Hamdon",2689,1324,1365,2689,0,24
"40UDKH","Ilminster",4753,2252,2501,4699,54,34
"40UDKJ","Islemoor",2776,1347,1429,2756,20,43
"40UDKK","Ivelchester",4008,2297,1711,3266,742,71
"40UDKL","Langport and Huish",2735,1281,1454,2653,82,30
"40UDKM","Martock",5454,2671,2783,5430,24,84
"40UDKN","Milborne Port",2644,1294,1350,2639,5,55
"40UDKP","Neroche",2280,1093,1187,2227,53,38
"40UDKQ","Northstone",2917,1471,1446,2801,116,84
"40UDKR","Parrett",2330,1120,1210,2320,10,52
"40UDKS","St Michael's",2302,1137,1165,2284,18,41
"40UDKT","South Petherton",4642,2238,2404,4599,43,71
"40UDKU","Tatworth and Forton",2580,1281,1299,2574,6,17
"40UDKW","Tower",2388,1115,1273,2249,139,80
"40UDKX","Turn Hill",2497,1257,1240,2497,0,67
"40UDKY","Wessex",5173,2434,2739,5079,94,98
"40UDKZ","Wincanton",4639,2280,2359,4568,71,69
"40UDLA","Windwhistle",2225,1088,1137,2207,18,42
"40UDLB","Yeovil Central",7230,3634,3596,7040,190,50
"40UDLC","Yeovil East",7300,3522,3778,7214,86,36
"40UDLD","Yeovil South",7802,3849,3953,7687,115,93
"40UDLE","Yeovil West",7280,3420,3860,7140,140,82
"40UDLF","Yeovil Without",7260,3562,3698,7248,12,96
"40UEGH","Bishop's Hull",3678,1668,2010,3507,171,50
"40UEGJ","Bishop's Lydeard",3986,1922,2064,3920,66,65
"40UEGK","Blackdown",2130,1061,1069,2109,21,40
"40UEGL","Bradford-on-Tone",2138,1049,1089,2112,26,51
"40UEGM","Comeytrowe",5583,2642,2941,5355,228,88
"40UEGN","Milverton and North Deane",2958,1440,1518,2951,7,76
"40UEGP","Monument",2018,988,1030,1908,110,48
"40UEGQ","Neroche",2057,986,1071,1993,64,52
"40UEGR","North Curry",1740,859,881,1735,5,26
"40UEGS","Norton Fitzwarren",2411,1397,1014,1992,419,27
"40UEGT","Ruishton and Creech",3887,1889,1998,3846,41,54
"40UEGU","Staplegrove",3992,1912,2080,3665,327,80
"40UEGW","Stoke St. Gregory",1391,688,703,1391,0,25
"40UEGX","Taunton Blackbrook and Holway",6508,3084,3424,6462,46,39
"40UEGY","Taunton Eastgate",4137,2072,2065,3756,381,36
"40UEGZ","Taunton Fairwater",5686,2751,2935,5621,65,51
"40UEHA","Taunton Halcon",6207,2961,3246,6138,69,21
"40UEHB","Taunton Killams and Mountfield",3083,1457,1626,2988,95,58
"40UEHC","Taunton Lyngford",5317,2523,2794,5283,34,26
"40UEHD","Taunton Manor and Wilton",5181,2354,2827,5023,158,106
"40UEHE","Taunton Pyrland and Rowbarton",5911,2813,3098,5875,36,42
"40UEHF","Trull",2004,952,1052,1828,176,53
"40UEHG","Wellington East",3491,1674,1817,3367,124,47
"40UEHH","Wellington North",4125,1964,2161,4030,95,34
"40UEHJ","Wellington Rockwell Green and West",5229,2457,2772,5141,88,64
"40UEHK","West Monkton",3837,1860,1977,3777,60,54
"40UEHL","Wiveliscombe and West Deane",3614,1781,1833,3550,64,78
"40UFFW","Alcombe East",1916,948,968,1321,595,8
"40UFFX","Alcombe West",2569,1205,1364,2533,36,19
"40UFFY","Aville Vale",1159,536,623,1154,5,26
"40UFFZ","Brompton Ralph and Haddon",859,437,422,859,0,20
"40UFGA","Carhampton and Withycombe",1291,624,667,1290,0,22
"40UFGB","Crowcombe and Stogumber",1085,522,563,1076,9,37
"40UFGC","Dulverton and Brushford",2021,973,1048,1989,32,28
"40UFGD","Dunster",854,393,461,854,0,13
"40UFGE","Exmoor",867,417,450,862,5,12
"40UFGF","Minehead North",3302,1493,1809,2947,355,27
"40UFGG","Minehead South",3912,1821,2091,3860,52,31
"40UFGH","Old Cleeve",2306,1077,1229,2270,36,33
"40UFGJ","Porlock and District",2229,1049,1180,2199,30,29
"40UFGK","Quantock Vale",2049,1004,1045,2032,17,19
"40UFGL","Quarme",973,456,517,971,3,22
"40UFGM","Watchet",3949,1944,2005,3937,12,35
"40UFGN","West Quantock",1160,575,585,1090,70,11
"40UFGP","Williton",2574,1163,1411,2497,77,28
"41UBFR","Brereton and Ravenhill",6524,3171,3353,6463,61,22
"41UBFS","Cannock East",6987,3401,3586,6974,13,27
"41UBFT","Cannock North",7587,3724,3863,7572,15,18
"41UBFU","Cannock South",7162,3484,3678,7074,88,31
"41UBFW","Cannock West",6699,3232,3467,6581,118,81
"41UBFX","Etching Hill and The Heath",7002,3488,3514,6983,19,65
"41UBFY","Hagley",3340,1674,1666,3340,0,13
"41UBFZ","Hawks Green",6324,3194,3130,6324,0,39
"41UBGA","Heath Hayes East and Wimblebury",5852,2872,2980,5783,69,25
"41UBGB","Hednesford Green Heath",4831,2413,2418,4831,0,17
"41UBGC","Hednesford North",7038,3448,3590,7038,0,23
"41UBGD","Hednesford South",5092,2476,2616,4985,107,27
"41UBGE","Norton Canes",6394,3207,3187,6378,16,29
"41UBGF","Rawnsley",4920,2479,2441,4888,32,37
"41UBGG","Western Springs",6374,3112,3262,6273,101,55
"41UCGC","Abbey",2722,1365,1357,2666,56,38
"41UCGD","Anglesey",5835,2876,2959,5747,88,47
"41UCGE","Bagots",2468,1176,1292,2394,74,58
"41UCGF","Branston",7040,3509,3531,7010,30,46
"41UCGG","Brizlincote",5087,2513,2574,5024,63,49
"41UCGH","Burton",2127,1039,1088,2106,21,9
"41UCGJ","Churnet",2462,1235,1227,2317,145,36
"41UCGK","Crown",2532,1195,1337,2426,106,49
"41UCGL","Eton Park",5378,2607,2771,5323,55,27
"41UCGM","Heath",6049,2934,3115,6018,31,39
"41UCGN","Horninglow",7828,3687,4141,7750,78,51
"41UCGP","Needwood",5386,2645,2741,5384,3,120
"41UCGQ","Rolleston on Dove",3134,1522,1612,3123,11,49
"41UCGR","Shobnall",6130,2962,3168,6080,50,59
"41UCGS","Stapenhill",7900,3865,4035,7863,37,28
"41UCGT","Stretton",7763,3769,3994,7724,39,76
"41UCGU","Town",5974,2944,3030,5848,126,63
"41UCGW","Tutbury and Outwoods",5260,2579,2681,5248,12,67
"41UCGX","Weaver",2090,1031,1059,2089,0,27
"41UCGY","Winshill",8115,3925,4190,7990,125,66
"41UCGZ","Yoxall",2490,1204,1286,2461,29,71
"41UDGE","All Saints",3611,1747,1864,3517,94,37
"41UDGF","Alrewas and Fradley",4686,2309,2377,4668,18,68
"41UDGG","Armitage with Handsacre",5181,2589,2592,5116,65,26
"41UDGH","Boley Park",4890,2367,2523,4839,51,132
"41UDGJ","Boney Hay",3295,1635,1660,3277,18,24
"41UDGK","Bourne Vale",1993,1144,849,1689,304,26
"41UDGL","Burntwood Central",3250,1623,1627,3213,37,29
"41UDGM","Chadsmead",3661,1748,1913,3624,37,24
"41UDGN","Chase Terrace",5068,2482,2586,5011,57,32
"41UDGP","Chasetown",3581,1705,1876,3475,106,27
"41UDGQ","Colton and Mavesyn Ridware",1750,876,874,1674,76,26
"41UDGR","Curborough",5237,2551,2686,5237,0,50
"41UDGS","Fazeley",4581,2251,2330,4552,29,26
"41UDGT","Hammerwich",3420,1667,1753,3370,50,50
"41UDGU","Highfield",3194,1602,1592,3156,38,73
"41UDGW","King's Bromley",1651,815,836,1599,52,39
