Zone Code,Zone Name,people,households,rent,%rent,qual,%noqual
42UGHJ,Kesgrave East,5729,46,2256,39.3786001,27,0.471286437
42UGHK,Kesgrave West,3547,19,1599,45.08034959,14,0.394699746
42UHGH,Kessingland,4760,37,2078,43.65546218,35,0.735294118
16UBHD,Keswick,5391,68,2394,44.40734558,18,0.333889816
00GFPE,Ketley and Oakengates,9050,35,3861,42.66298343,49,0.541436464
00FPMX,Ketton,2469,55,1038,42.04131227,26,1.053057918
00BDGE,Kew,9445,191,4210,44.5738486,154,1.630492324
00CAGK,Kew,13191,100,5407,40.99006899,148,1.121977106
21UGGM,Kewhurst,4605,51,2224,48.29533116,19,0.412595005
00HCPE,Kewstoke,3248,48,1254,38.60837438,16,0.492610837
00HAPB,Keynsham East,5479,90,2305,42.06972075,36,0.657054207
00HAPC,Keynsham North,5035,37,2019,40.09930487,50,0.993048659
00HAPD,Keynsham South,5019,26,2221,44.251843,40,0.796971508
37UJGR,Keyworth North,1666,51,710,42.61704682,16,0.960384154
37UJGS,Keyworth South,5254,99,2233,42.50095166,51,0.970688999
31UDGN,Kibworth,6081,106,2446,40.22364743,46,0.756454531
00ALGZ,Kidbrooke with Hornfair,12098,75,5331,44.06513473,253,2.091254753
38UBHE,Kidlington North,5271,76,2234,42.38284955,140,2.656042497
38UBHF,Kidlington South,8448,65,3284,38.87310606,75,0.887784091
41UEGK,Kidsgrove,7150,22,2751,38.47552448,52,0.727272727
00AEGT,Kilburn,14172,65,6595,46.53542196,473,3.337567034
00AGGR,Kilburn,10494,74,5223,49.77129788,388,3.697350867
17UBGS,"Kilburn, Denby and Holbrook",7300,57,3046,41.7260274,44,0.602739726
17UJGT,Killamarsh East,3795,43,1492,39.31488801,26,0.685111989
17UJGU,Killamarsh West,5832,42,2233,38.28875171,47,0.805898491
36UDGU,Killinghall,4013,56,1196,29.8031398,17,0.423623225
37UEGK,Killisick,2709,10,1084,40.0147656,18,0.664451827
30UFGJ,Kilnhouse,4083,30,1956,47.90595151,32,0.783737448
00CFFM,Kimberworth,11028,55,4290,38.90097933,79,0.716358361
20UBGC,Kimblesworth and Plawsworth,1678,8,691,41.17997616,9,0.536352801
12UEHA,Kimbolton and Staughton,3202,59,1262,39.41286696,30,0.936914428
26UFGS,Kimpton,2113,66,827,39.1386654,23,1.088499763
44UEHA,Kineton,4228,74,1724,40.77578051,32,0.756859035
41UDGW,King's Bromley,1651,39,634,38.40096911,16,0.969109631
00AGGS,King's Cross,11413,44,4394,38.49995619,2260,19.8019802
34UDGC,King's Forest,1893,33,768,40.57052298,4,0.211304807
12UBFX,King's Hedges,8304,53,3656,44.02697495,215,2.58911368
40UCHC,King's Isle,4409,38,1721,39.03379451,36,0.816511681
00CNFQ,King's Norton,20729,120,8834,42.61662405,184,0.887645328
00AMGL,King's Park,10964,46,4354,39.71178402,483,4.405326523
43UMGA,Kingfield and Westfield,5211,57,2095,40.20341585,25,0.479754366
38UFHC,"Kingham, Rollright and Enstone",4122,109,1625,39.42261038,42,1.018922853
00HDPH,Kings Chase,10519,49,4353,41.38226067,63,0.598916247
29UPJA,Kings Hill,3024,21,1057,34.9537037,12,0.396825397
26UCGZ,Kings Langley,5072,68,2063,40.67429022,40,0.788643533
00FANH,Kings Park,5905,15,2280,38.61134632,29,0.491109229
24UNGQ,Kings Somborne and Michelmersh,2434,62,955,39.2358258,28,1.150369762
34UGHD,Kings Sutton,2069,23,894,43.20927985,14,0.676655389
24UPGT,Kings Worthy,4044,84,1630,40.3066271,25,0.618199802
18UGHC,Kingsbridge East,1985,21,861,43.37531486,16,0.80604534
18UGHD,Kingsbridge North,2042,23,920,45.05386876,18,0.881488737
09UDGW,Kingsbrook,9134,41,3923,42.94941975,121,1.324720823
00CNFP,Kingsbury,16480,41,7106,43.11893204,119,0.722087379
44UBGJ,Kingsbury,3779,31,1518,40.16935697,32,0.846784864
24UBJF,Kingsclere,4944,116,2010,40.65533981,23,0.465210356
30UNGL,Kingsfold,4324,26,1974,45.65217391,49,1.133209991
29UNGR,Kingsgate,1970,26,791,40.15228426,19,0.964467005
23UEFY,Kingsholm and Wotton,6263,75,2842,45.37761456,103,1.644579275
00CTFF,Kingshurst,8126,19,3214,39.55205513,54,0.664533596
13UHGZ,Kingsley,2026,55,788,38.89437315,16,0.789733465
34UFGH,Kingsley,9968,56,3761,37.73073836,913,9.159309791
00HAPE,Kingsmead,5253,49,2649,50.42832667,401,7.633733105
12UDGL,Kingsmoor,1735,14,666,38.38616715,6,0.345821326
00CNFR,Kingstanding,25702,80,10478,40.76725547,284,1.104972376
18UHHD,Kingsteignton East,5811,53,2435,41.90328687,28,0.481844777
18UHHE,Kingsteignton West,5381,33,2260,41.99962832,49,0.910611411
34UFGJ,Kingsthorpe,7340,79,3108,42.34332425,205,2.792915531
21UFGL,Kingston,2038,37,815,39.99018646,27,1.324828263
38UEHD,Kingston Bagpuize with Southmoor,2269,47,871,38.38695461,15,0.661084178
00ETNP,Kingsway,6096,28,2423,39.74737533,78,1.279527559
00FDNG,Kingsway with Lincoln Gardens,10270,124,4430,43.13534567,80,0.778967868
37UEGL,Kingswell,4699,47,2077,44.20089381,30,0.638433709
00HBPK,Kingsweston,10844,69,4494,41.44227222,121,1.115824419
00CRFM,Kingswinford North and Wall Heath,12788,110,5140,40.19393181,94,0.735064123
00CRFN,Kingswinford South,12435,106,4947,39.78287093,86,0.691596301
23UFGY,Kingswood,2025,43,742,36.64197531,11,0.543209877
34UBFT,Kingswood,5622,23,2295,40.82177161,41,0.729277837
44UCGC,Kingswood,6878,29,2738,39.80808375,44,0.639720849
43UFGB,Kingswood with Burgh Heath,6219,102,2481,39.89387361,47,0.755748513
34UGHE,Kingthorn,1766,47,702,39.75084938,11,0.622876557
46UCHZ,Kington Langley,2066,55,811,39.25459826,14,0.677637948
46UCJA,Kington St. Michael,2047,36,850,41.52418173,15,0.732779678
00GAPT,Kington Town,3176,34,1393,43.86020151,17,0.535264484
39UDFY,Kinnerley,1304,32,550,42.17791411,9,0.690184049
00HNNB,Kinson North,9700,36,4141,42.69072165,41,0.422680412
00HNNC,Kinson South,10229,29,4117,40.24831362,64,0.625672109
00MBNZ,Kintbury,4898,157,1900,38.79134341,65,1.327072274
41UFJA,Kinver,6805,111,2820,41.44011756,52,0.764144012
44UEHB,Kinwarton,2061,48,865,41.96991752,17,0.82484231
17UGGM,Kirk Hallam,6417,18,2646,41.2342216,35,0.545426212
00CZFT,Kirkburton,16773,319,6478,38.62159423,984,5.866571275
00BXFF,Kirkby Central,6258,14,2548,40.71588367,79,1.262384148
37UBFX,Kirkby in Ashfield Central,6215,38,2628,42.28479485,41,0.659694288
37UBFY,Kirkby in Ashfield East,6361,21,2600,40.8740764,47,0.738877535
37UBFZ,Kirkby in Ashfield West,7009,50,2808,40.06277643,44,0.627764303
16UGJD,Kirkby Lonsdale,2534,67,1013,39.97632202,44,1.736385162
36UDGW,Kirkby Malzeard,2898,71,1163,40.13112491,21,0.724637681
16UFGS,Kirkby Stephen,2495,36,1101,44.12825651,20,0.801603206
16UFGT,Kirkby Thore,1439,19,562,39.05489924,11,0.764419736
36UFGN,Kirkbymoorside,3283,60,1508,45.93359732,8,0.243679561
12UDGM,Kirkgate,2209,13,874,39.56541421,15,0.67904029
30UFGK,Kirkham North,4042,44,1703,42.13260762,42,1.03908956
30UFGL,Kirkham South,3085,23,1162,37.66612642,20,0.648298217
00EENG,Kirkleatham,7022,38,3049,43.42067787,67,0.954144118
42UHGJ,Kirkley,7304,36,3096,42.38773275,48,0.657174151
16UFGU,Kirkoswald,1402,26,576,41.08416548,15,1.069900143
00DAFR,Kirkstall,19964,92,8730,43.72871168,1788,8.956121018
38UBHG,Kirtlington,2856,69,1164,40.75630252,21,0.735294118
32UBGA,Kirton,3635,32,1495,41.12792297,10,0.275103164
35UDHB,Kitty Brewster,3476,11,1426,41.02416571,25,0.719217491
00CFFN,Kiveton Park,10503,80,4373,41.63572313,76,0.72360278
43UMGB,Knaphill,8635,99,3429,39.7104806,39,0.451650261
36UDGX,Knaresborough East,4913,64,2149,43.74109505,28,0.569916548
36UDGY,Knaresborough King James,4932,87,2036,41.28142741,42,0.851581509
36UDGZ,Knaresborough Scriven Park,5117,81,1949,38.08872386,25,0.48856752
26UFGT,Knebworth,5034,92,2102,41.7560588,31,0.615812475
24ULFX,Knellwood,5964,105,2336,39.16834339,90,1.509054326
00AYGH,Knight's Hill,13687,85,5966,43.5888069,376,2.747132315
00FNNU,Knighton,16265,315,6472,39.79096219,961,5.908392253
00BKGH,Knightsbridge and Belgravia,8949,200,4231,47.27902559,1025,11.45379372
40UCHD,Knoll,2050,29,825,40.24390244,15,0.731707317
00DBFH,Knottingley,13503,58,5710,42.28689921,60,0.444345701
00CTFG,Knowle,10823,312,4368,40.3584958,101,0.933197819
00HBPL,Knowle,10881,59,4389,40.33636614,94,0.863891186
40UBHC,Knowle,2055,60,829,40.3406326,24,1.167883212
30UPGQ,Knowsley,5535,86,2348,42.42095754,189,3.414634146
00BXFG,Knowsley Park,6709,26,2725,40.61708153,57,0.849605008
46UDHF,Knoyle,2147,83,948,44.15463437,10,0.465766185
13UGHC,Knutsford Bexton,2606,67,1104,42.3637759,20,0.767459708
13UGHD,Knutsford Nether,2356,40,1210,51.3582343,20,0.848896435
13UGHE,Knutsford Norbury Booths,2589,101,1007,38.89532638,36,1.390498262
13UGHF,Knutsford Over,5105,38,2329,45.62193928,38,0.744368266
41UEGL,Knutton and Silverdale,4120,9,1792,43.49514563,35,0.849514563
00KFMT,Kursaal,8872,32,4215,47.50901713,59,0.665013526
32UEGU,Kyme,2613,34,1016,38.88251052,13,0.497512438
42UGHL,Kyson,2049,30,855,41.72767204,15,0.732064422
13UGHG,Lacey Green,2695,23,1235,45.82560297,19,0.705009276
11UFHB,"Lacey Green, Speen and the Hampdens",2672,111,1014,37.9491018,31,1.160179641
13UBGY,Lache Park,6299,55,2674,42.45118273,54,0.857278933
46UCJB,Lacock with Neston and Gastard,2753,68,1082,39.302579,41,1.489284417
00HDPJ,Ladden Brook,3748,63,1393,37.16648879,32,0.853788687
00ECNN,Ladgate,5745,39,2306,40.13925152,69,1.201044386
37UJGT,Lady Bay,4858,49,1921,39.54302182,188,3.869905311
00AJGP,Lady Margaret,12806,166,3896,30.42323911,409,3.193815399
37UFGD,Ladybrook,4439,18,1940,43.70353683,29,0.653300293
00AZGN,Ladywell,12430,80,5277,42.45374095,426,3.427192277
00CNFS,Ladywood,23789,203,10883,45.74803481,1517,6.376896885
22UBFW,Laindon Park,11026,50,4774,43.29766008,49,0.444404136
00MWPZ,Lake North,2646,16,1115,42.13907785,22,0.831443689
00MWQA,Lake South,2304,15,1186,51.47569444,6,0.260416667
33UGFX,Lakenham,9412,48,4292,45.60135997,96,1.019974501
42UCFZ,Lakenheath,4490,43,1900,42.31625835,34,0.757238307
16UGJE,Lakes Ambleside,3560,53,1440,40.4494382,240,6.741573034
16UGJF,Lakes Grasmere,1567,37,607,38.73643906,13,0.829610721
43UHFY,Laleham and Shepperton Green,7256,58,2997,41.30374862,55,0.757993385
37UEGM,Lambley,1977,24,877,44.36014163,12,0.606980273
00MBPA,Lambourn Valley,5445,119,2269,41.67125803,23,0.422405877
22UHGU,Lambourne,1828,14,816,44.63894967,8,0.437636761
00HAPF,Lambridge,5201,66,2334,44.87598539,117,2.249567391
00CHFM,Lamesley,7812,14,3503,44.84126984,71,0.908858167
00BKGJ,Lancaster Gate,12003,108,6425,53.5282846,1043,8.689494293
33UFHC,Lancaster North,3384,28,1474,43.55791962,22,0.650118203
33UFHD,Lancaster South,3973,26,1818,45.75887239,19,0.478228039
20UDGT,Lanchester,4381,85,1850,42.22780187,53,1.209769459
18UEHB,"Landkey, Swimbridge and Taw",4991,84,2004,40.15227409,28,0.561009818
15UBGN,Landrake and St Dominick,3914,58,1633,41.72202351,37,0.945324476
30UDHA,Lanehead,5970,62,2407,40.31825796,42,0.703517588
22UBFX,Langdon Hills,8762,69,3443,39.29468158,46,0.524994294
09UCGX,Langford and Henlow Village,4677,54,1928,41.2230062,35,0.748342955
00FPMY,Langham,1042,15,475,45.58541267,9,0.863723608
30ULGN,Langho,2303,58,908,39.42683456,26,1.128962223
00CSFL,Langley,12500,44,5204,41.632,116,0.928
45UEFW,Langley Green,7286,67,2879,39.5141367,85,1.166620917
17UBGT,Langley Mill and Aldercar,4863,7,2092,43.01871273,29,0.596339708
00MDNC,Langley St Mary's,7447,82,2840,38.13616221,120,1.611387136
26UJGH,Langleybury,4853,35,2025,41.72676695,32,0.659385947
21UCFN,Langney,11118,50,4359,39.20669185,84,0.75553157
37UCGR,Langold,2533,8,1027,40.54480853,15,0.592183182
40UDKL,Langport and Huish,2735,30,1183,43.25411335,14,0.511882998
19UGFR,Langton,1617,22,684,42.30055659,3,0.185528757
00BWFN,Langtree,14630,188,5887,40.23923445,110,0.751879699
16UFGW,Langwathby,1445,20,576,39.8615917,9,0.62283737
00BRFJ,Langworthy,7104,9,3504,49.32432432,263,3.70213964
15UEGP,Lanivet,2366,37,943,39.85629755,24,1.014370245
00HAPG,Lansdown,4603,136,2218,48.18596567,290,6.300238975
23UBFY,Lansdown,5334,60,2632,49.34383202,252,4.724409449
15UBGP,Lanteglos and St Veep,1842,34,850,46.14549403,8,0.434310532
44UFGE,Lapworth,2870,69,1211,42.19512195,24,0.836236934
30UKGF,Larches,7445,34,3150,42.31027535,70,0.940228341
29UPJB,Larkfield North,3453,25,1316,38.11178685,20,0.579206487
29UPJC,Larkfield South,4126,35,1551,37.59088706,26,0.630150267
00AYGJ,Larkhall,13906,82,5799,41.70142385,500,3.595570257
00BHGK,Larkswood,10582,64,4332,40.93744094,126,1.190701191
00EHNS,Lascelles,3518,17,1541,43.80329733,21,0.596930074
00EUNM,Latchford East,7503,18,3345,44.58216713,54,0.719712115
00EUNN,Latchford West,6478,28,2944,45.44612535,42,0.648348256
00BJGG,Latchmere,12596,78,5839,46.35598603,348,2.762781836
17UFGT,Lathkill and Bradford,1642,26,694,42.26552984,20,1.218026797
00FNNW,Latimer,11583,186,4002,34.55063455,288,2.486402486
34UEGE,Latimer,3342,22,1356,40.57450628,17,0.508677439
12UDGN,Lattersey,2437,29,1012,41.52646697,11,0.451374641
15UEGQ,Launceston,7135,69,3032,42.49474422,46,0.64470918
33UBHJ,Launditch,2058,48,833,40.47619048,12,0.583090379
38UBHH,Launton,3048,29,1034,33.92388451,12,0.393700787
45UDHC,Lavant,2046,47,819,40.02932551,31,1.515151515
00BAGF,Lavender Fields,9607,43,4079,42.45862392,207,2.15467888
42UBGY,Lavenham,1738,26,870,50.0575374,12,0.690448792
46UDHG,Laverstock,3488,72,1429,40.9690367,17,0.487385321
46UBGW,Lavingtons,3538,73,1247,35.24590164,63,1.780667044
22UNHG,Lawford,4476,46,1875,41.89008043,36,0.804289544
44UDGM,Lawford and King's Newnham,3231,23,1359,42.06128134,16,0.495202724
39UEGM,Lawley,2584,98,956,36.99690402,139,5.379256966
00GFPF,Lawley and Overdale,4632,25,1780,38.4283247,24,0.518134715
18UDGS,Lawrence,3381,36,1536,45.43034605,21,0.621118012
00HBPM,Lawrence Hill,10585,42,5449,51.47850732,283,2.673594709
13UCGJ,Lawton,3102,31,1321,42.58542876,30,0.967117988
00EYNK,Layton,6960,39,3138,45.0862069,66,0.948275862
16UFGX,Lazonby,1425,27,595,41.75438596,14,0.98245614
30UKGG,Lea,5962,50,2261,37.9235156,47,0.788326065
32UHGP,Lea,2103,32,866,41.17926771,14,0.665715644
00BHGL,Lea Bridge,12340,52,5029,40.75364668,401,3.249594814
00AMGM,Leabridge,9857,57,3912,39.6875317,405,4.108755199
20UDGU,Leadgate,4453,23,1948,43.74578936,33,0.741073434
00KANC,Leagrave,11194,54,4328,38.66356977,127,1.134536359
37UJGU,Leake,6236,98,2487,39.88133419,65,1.04233483
00CHFN,Leam,9925,14,4180,42.11586902,73,0.735516373
44UDGN,Leam Valley,1820,52,729,40.05494505,19,1.043956044
32UEGW,Leasingham and Roxholm,2060,36,917,44.51456311,17,0.825242718
00CBFL,Leasowe,12591,57,5492,43.61845763,100,0.794218092
43UEGR,Leatherhead North,5848,48,2599,44.44254446,50,0.85499316
43UEGS,Leatherhead South,3837,66,1693,44.12301277,61,1.589783685
42UBGZ,Leavenheath,1744,34,736,42.20183486,9,0.516055046
26UJGJ,Leavesden,4499,30,1765,39.23094021,30,0.666814848
23UBFZ,Leckhampton,5244,82,2255,43.00152555,69,1.315789474
00GAPU,Ledbury,9221,134,4213,45.68918772,55,0.596464592
13UEFZ,Ledsham,5788,59,2262,39.08085695,39,0.673807878
22UBFY,Lee Chapel North,12102,48,5071,41.90216493,60,0.495785821
24UFFX,Lee East,3080,36,1343,43.6038961,16,0.519480519
00AZGP,Lee Green,12057,88,5349,44.36426972,308,2.554532637
24UFFY,Lee West,3987,42,1830,45.89917231,29,0.727363933
29UHGX,Leeds,2224,28,896,40.28776978,19,0.854316547
41UHHD,Leek East,4645,46,2139,46.04951561,46,0.990312164
41UHHE,Leek North,5412,24,2297,42.44271988,38,0.702143385
41UHHF,Leek South,5093,60,2234,43.86412723,41,0.805026507
41UHHG,Leek West,4730,72,1988,42.02959831,37,0.782241015
44UFGF,Leek Wootton,2439,62,976,40.01640016,25,1.02501025
36UCGX,Leeming,2918,40,898,30.77450308,9,0.308430432
37UFGE,Leeming,6430,50,2576,40.0622084,58,0.902021773
36UCGY,Leeming Bar,1773,45,718,40.4963339,10,0.564015792
00FYNT,Leen Valley,9191,77,3992,43.43379393,197,2.143401153
00BPFK,Lees,10132,42,4444,43.86103435,96,0.947493091
24UFFZ,Leesland,4529,21,2017,44.53521749,30,0.66239788
13UHHA,Leftwich & Kingsmead,6796,64,2654,39.05238376,53,0.779870512
32UCHR,Legbourne,1965,38,800,40.71246819,16,0.814249364
26UKFR,Leggatts,7044,61,2695,38.25951164,82,1.1641113
00KFMU,Leigh,9015,74,4460,49.47310039,57,0.632279534
29UKHA,Leigh and Chiddingstone Causeway,2040,50,792,38.82352941,16,0.784313725
00BWFP,Leigh Central,11518,26,4711,40.90119812,84,0.72929328
00BWFQ,Leigh East,13975,71,5940,42.50447227,103,0.737030411
13UDGQ,Leighton,6415,28,2409,37.55261107,44,0.68589244
42UGHM,Leiston,6240,62,2630,42.1474359,24,0.384615385
43UEGT,Leith Hill,1733,60,686,39.58453549,23,1.327178304
15UFFY,Lelant and Carbis Bay,3482,37,1544,44.34233199,24,0.689259047
00CJFP,Lemington,10061,22,4202,41.76523208,75,0.745452738
41UDGX,Leomansley,3816,71,1731,45.36163522,36,0.943396226
00GAPW,Leominster North,5648,42,2472,43.76770538,33,0.58427762
00GAPX,Leominster South,5466,58,2402,43.94438346,31,0.567142334
00ADGP,Lesnes Abbey,10947,90,4380,40.01096191,148,1.351968576
26UFGU,Letchworth East,6910,86,2890,41.82344428,52,0.752532562
26UFGW,Letchworth Grange,6472,47,2917,45.0710754,35,0.5407911
26UFGX,Letchworth South East,6754,120,2708,40.09475866,54,0.799526207
26UFGY,Letchworth South West,7363,186,2824,38.35393182,130,1.76558468
26UFGZ,Letchworth Wilbury,5433,43,2366,43.54868397,43,0.791459599
16UGJG,Levens,1654,39,739,44.67956469,18,1.088270859
00BNFX,Levenshulme,12691,72,5273,41.5491293,641,5.050823418
26UCHA,Leverstock Green,7010,79,2740,39.08701854,45,0.641940086
18ULGG,Lew Valley,1548,20,622,40.18087855,6,0.387596899
21UFGM,Lewes Bridge,4255,32,2036,47.84958872,62,1.457109283
21UFGN,Lewes Castle,4571,60,1942,42.48523299,85,1.859549333
21UFGP,Lewes Priory,7162,101,3024,42.22284278,157,2.192125105
00AZGQ,Lewisham Central,13190,68,6016,45.61031084,439,3.328278999
00KAND,Lewsey,12654,51,4920,38.88098625,119,0.940414098
22UGGR,Lexden,5433,102,2261,41.61605006,72,1.325234677
36UEGQ,Leyburn,2208,29,1037,46.96557971,9,0.407608696
30UNGM,Leyland Central,3626,20,1534,42.30557088,29,0.799779371
30UNGN,Leyland St. Ambrose,3337,24,1338,40.09589452,34,1.018879233
30UNGP,Leyland St. Mary's,3562,69,1449,40.6793936,35,0.982594048
29UMGN,Leysdown and Warden,3051,14,1268,41.56014422,20,0.655522779
00BHGM,Leyton,12522,60,4869,38.88356493,414,3.306181121
00BHGN,Leytonstone,10635,75,4305,40.47954866,376,3.535496004
47UGGE,Lickhill,7131,57,2858,40.07853036,40,0.560931146
00BNFY,Lightbowne,10467,34,4663,44.54953664,159,1.519059903
00BWFR,Lightshaw,15526,119,6396,41.19541414,112,0.721370604
43UJFZ,Lightwater,6691,135,2721,40.66656703,55,0.821999701
00KANE,Limbury,7675,80,2954,38.48859935,70,0.912052117
00BGGD,Limehouse,12484,45,5108,40.91637296,422,3.380326818
17UHGT,Limestone Peak,2281,12,905,39.67558089,10,0.438404209
43UKGF,Limpsfield,3680,129,1478,40.16304348,42,1.141304348
00CAGL,Linacre,13200,14,5896,44.66666667,144,1.090909091
17UDGF,Linacre,4048,61,1592,39.32806324,37,0.914031621
32UGHG,Lincrest,2154,51,906,42.06128134,13,0.603528319
45UGHK,Lindfield,6558,163,2831,43.16864898,45,0.686184812
24UCHG,Lindford,2268,28,884,38.97707231,20,0.881834215
36UGGL,Lindhead,2100,27,912,43.42857143,15,0.714285714
37UFGF,Lindhurst,4171,52,1847,44.28194678,39,0.935027571
00CZFU,Lindley,16367,202,6946,42.43905419,218,1.331948433
47UCHY,Lindridge,1986,56,809,40.73514602,11,0.55387714
00MGNL,Linford North,8633,119,3416,39.56909533,93,1.07726167
00MGNM,Linford South,8279,114,3278,39.59415388,83,1.002536538
00EHNT,Lingfield,3538,17,1538,43.47088751,20,0.565291125
43UKGG,Lingfield and Crowhurst,4021,55,1665,41.40761005,30,0.746083064
47UCHZ,Link,5986,70,2698,45.07183428,42,0.701637153
09UEGP,Linslade,4488,80,1933,43.07040998,27,0.601604278
00ECNP,Linthorpe,8170,122,3105,38.00489596,189,2.313341493
47UBGH,Linthurst,2348,65,892,37.98977853,23,0.97955707
12UGHP,Linton,4614,73,1856,40.22540095,26,0.563502384
17UKGC,Linton,4700,36,1876,39.91489362,24,0.510638298
00CBFM,Liscard,14301,74,6201,43.36060415,134,0.936997413
15UBGQ,Liskeard North,4726,28,1976,41.81125688,39,0.825222175
15UBGR,Liskeard South,3930,45,1812,46.10687023,32,0.814249364
24UCHH,Liss,4904,117,1947,39.70228385,46,0.938009788
00CAGM,Litherland,12074,30,4844,40.11926454,131,1.084975981
41UDGY,Little Aston,2832,72,1076,37.99435028,27,0.953389831
22UFGP,"Little Baddow, Danbury and Sandon",8091,171,3202,39.57483624,56,0.692127055
34UGHF,Little Brook,2169,44,926,42.69248502,12,0.553250346
29UBHP,Little Burton Farm,2125,15,801,37.69411765,11,0.517647059
11UCHA,Little Chalfont,4497,96,1932,42.96197465,50,1.111852346
22UNHH,Little Clacton and Weeley,4612,32,2043,44.29748482,34,0.737207285
17UGGN,Little Eaton and Breadsall,3684,79,1513,41.06948969,50,1.357220413
26UDHB,Little Hadham,2218,55,862,38.8638413,7,0.315599639
17UGGP,Little Hallam,4024,26,1670,41.50099404,29,0.720675944
47UFHP,Little Hampton,5226,31,2073,39.66704937,26,0.497512438
00EXNJ,Little Harwood,6182,43,2307,37.31802006,69,1.116143643
30UNGQ,Little Hoole and Much Hoole,3666,36,1489,40.61647572,31,0.845608292
00CXFS,Little Horton,16431,85,5903,35.92599355,909,5.532225671
00BRFK,Little Hulton,10216,25,4444,43.50039154,56,0.548159749
00BBGP,Little Ilford,13329,88,4824,36.19176232,461,3.458624053
00BLFS,Little Lever,11505,70,4742,41.21686223,123,1.069100391
11UCHB,Little Missenden,2433,84,897,36.86806412,14,0.575421291
13UEGA,Little Neston,3390,53,1454,42.89085546,46,1.356932153
22UJFX,Little Parndon and Hare Street,7494,51,3153,42.07365893,62,0.827328529
12UEHB,Little Paxton,3006,48,1201,39.95342648,13,0.432468397
00MANH,Little Sandhurst and Wellington,5706,114,1900,33.29828251,144,2.523659306
29UCGP,Little Stour,2567,41,1066,41.52707441,47,1.830931048
29UEGQ,Little Stour and Ashstone,6244,109,2546,40.77514414,60,0.960922486
00KGNF,Little Thurrock Blackshots,5943,36,2431,40.9052667,25,0.420662965
00KGNG,Little Thurrock Rectory,5950,48,2484,41.74789916,30,0.504201681
00BKGK,Little Venice,8100,97,3939,48.62962963,337,4.160493827
00BQFJ,Littleborough,12275,119,5069,41.29531568,121,0.985743381
29UDGH,Littlebrook,4288,13,1872,43.65671642,28,0.652985075
22UQGU,Littlebury,1623,65,620,38.2008626,14,0.862600123
23UDGW,Littledean and Ruspidge,3601,26,1498,41.59955568,22,0.610941405
00HNND,Littledown and Iford,9582,158,3795,39.60551033,95,0.991442288
19UJFQ,Littlemoor,3633,15,1507,41.4808698,19,0.52298376
30ULGP,Littlemoor,2815,35,1292,45.89698046,16,0.568383659
38UCGG,Littlemore,5653,31,2457,43.46364762,65,1.149831948
00FKNH,Littleover,12257,227,4722,38.52492453,156,1.272742107
12UCGH,Littleport East,4844,19,1952,40.29727498,17,0.350949628
12UCGJ,Littleport West,2677,18,1062,39.67127381,12,0.448262981
24UPGU,Littleton and Harestock,3802,71,1380,36.29668595,40,1.052077854
41UGGX,Littleworth,6547,51,2544,38.85749198,192,2.932640904
17UFGU,Litton and Longstone,1652,41,694,42.00968523,13,0.786924939
00BEGM,Livesey,12070,63,5110,42.33637117,436,3.612261806
00EXNK,Livesey with Pleasington,6804,84,2711,39.84420929,49,0.720164609
00GAPY,Llangarron,3194,64,1266,39.63681904,27,0.845335003
39UDFZ,Llanyblodwel and Pant,2317,26,950,41.00129478,11,0.474751834
34UBFU,Lloyds,6334,26,2749,43.40069466,26,0.410483107
34UEGF,Loatland,4281,33,1775,41.46227517,24,0.560616678
00HBPN,Lockleaze,11043,37,4415,39.98007788,353,3.196595128
24UEFX,Locks Heath,7035,99,2717,38.62117982,54,0.767590618
00EENH,Lockwood,2101,10,884,42.07520228,17,0.809138505
19UEGS,Lodbourne,1768,14,814,46.04072398,5,0.28280543
00MFNP,Loddon,8947,83,3537,39.53280429,45,0.502961887
33UHHQ,Loddon,2622,21,1144,43.63081617,10,0.381388253
19UHHN,Loders,1813,42,769,42.41588527,7,0.386100386
22ULGN,Lodge,3974,41,1539,38.7267237,20,0.503271263
34UBFW,Lodge Park,5430,36,2360,43.46224678,19,0.349907919
47UDFW,Lodge Park,5125,27,1976,38.55609756,42,0.819512195
00EENJ,Loftus,7075,40,2853,40.32508834,50,0.706713781
41UEGM,Loggerheads and Whitmore,6599,138,2697,40.86982876,57,0.863767237
26UGGG,London Colney,7742,65,3123,40.33841385,95,1.227073108
34UCGT,Long Buckby,4224,69,1752,41.47727273,30,0.710227273
31UGFZ,Long Clawson and Stathern,3929,66,1585,40.3410537,38,0.967167218
44UEHC,Long Compton,1994,53,906,45.43630893,11,0.551654965
11UBHJ,Long Crendon,5358,125,2122,39.60432997,51,0.951847704
43UBGG,Long Ditton,5830,94,2409,41.32075472,89,1.526586621
17UGGQ,Long Eaton Central,6022,29,2592,43.04217868,36,0.597808037
44UEHD,Long Itchington,2400,36,936,39,15,0.625
16UFGY,Long Marton,1121,18,481,42.90811775,5,0.44603033
42UBHA,Long Melford,3675,36,1650,44.89795918,14,0.380952381
24UGGG,Long Sutton,2910,64,799,27.45704467,22,0.756013746
32UFGK,Long Sutton,6461,50,2844,44.01795388,25,0.386937007
00EENK,Longbeck,6014,57,2363,39.29165281,71,1.18057865
00CKFJ,Longbenton,5819,12,2928,50.31792404,38,0.653033167
00ABGG,Longbridge,8890,51,3474,39.0776153,128,1.439820022
00CNFT,Longbridge,30964,96,12849,41.49657667,256,0.826766568
